dataset,IR,method,output_stability,structural_beta_std,structural_beta0_std,structural_total,hyp_C_geom_std,hyp_C_mode,hyp_C_mode_frequency,accuracy_mean,accuracy_std,accuracy_worst,auc_mean,auc_std,auc_worst,fit_time_mean_s,fit_time_std_s,fit_time_total_s,hyp_k_geom_std,hyp_k_mode,hyp_k_mode_frequency
kr_vs_k_one_vs_fifteen,27.77,balanced,0.0043281079557546,0.1303996289810915,1.2105332438189438,1.3409328728000354,240.3342024228237,100.0,0.62,0.9831111111111108,0.0147608444539477,0.9644444444444444,0.9987327188940092,0.0012005131171658,0.9953917050691244,12.272997336256084,2.5291331290588475,1227.2997336256085,1.0069231420593452,0.7,0.99
winequality_red_4,29.17,standard,0.0003072627477916,0.1834265866617263,0.2520939444167043,0.4355205310784306,103.12511333562745,1.0,0.39,0.96875,0.0,0.96875,0.7482451612903225,0.0379275365559033,0.6774193548387097,0.0467957405257038,0.0156535546373319,4.679574052570388,,,
winequality_red_4,29.17,stable,0.0001523619409406,0.0744436539419477,0.1867973829018862,0.261241036843834,124.09714158132834,1.0,0.55,0.96875,0.0,0.96875,0.7512903225806453,0.0256727556671284,0.6980645161290323,2.845102640000405,0.3469628258953081,284.5102640000405,1.1030760030351277,0.7,0.32
winequality_red_4,29.17,balanced,5.281285497232143e-05,0.0449765374759863,0.1633592561928535,0.2083357936688398,78.48912672110785,1.0,0.64,0.96875,0.0,0.96875,0.743432258064516,0.0332228332746494,0.6541935483870969,6.376953440048965,0.9478425440774,637.6953440048965,1.1066033554946255,0.7,0.38
kddcup_guess_passwd_vs_satan,29.98,standard,0.0005507230882003,0.0075588373047425,0.7530286627417363,0.7605875000464789,2.8178366733005724,1.0,0.89,0.978060606060606,0.0109226864912723,0.9696969696969696,1.0,1.115816123119742e-17,1.0,0.0712292516697198,0.0319062048100813,7.1229251669719815,,,
kddcup_guess_passwd_vs_satan,29.98,stable,4.838551614942269e-08,0.0001061024246507,0.0013405299179369,0.0014466323425876,2.0022179225534806,1.0,0.9,0.9696969696969694,3.347448369359225e-16,0.9696969696969696,1.0,2.495040701686017e-17,1.0,17.523584048718913,2.804225353779344,1752.3584048718913,1.0000000000000002,0.7,1.0
kddcup_guess_passwd_vs_satan,29.98,balanced,4.018102182836346e-05,0.0002662652138818,0.1675135490010929,0.1677798142149748,2.380058044400824,1.0,0.87,0.9696969696969694,3.347448369359225e-16,0.9696969696969696,1.0,2.9521719706510656e-17,1.0,32.636844112117544,3.7218657114758975,3263.684411211754,1.0000000000000002,0.7,1.0
abalone_3_vs_11,32.47,standard,2.0949607501160976e-08,0.0004590516238328,0.0033804621931169,0.0038395138169497,1.0000000000000009,1.0,1.0,0.96078431372549,3.347448369359225e-16,0.9607843137254902,1.0,0.0,1.0,0.0144817203946877,0.0015603133405526,1.4481720394687727,,,
abalone_3_vs_11,32.47,stable,6.4091578552397e-11,2.100667041404059e-06,0.0002088784829394,0.0002109791499808,1.0000000000000009,1.0,1.0,0.96078431372549,3.347448369359225e-16,0.9607843137254902,1.0,0.0,1.0,0.491616512495093,0.0345631789065382,49.161651249509305,1.0000000000000002,0.7,1.0
abalone_3_vs_11,32.47,balanced,2.615875902844258e-06,4.318720656146886e-06,0.0502386387924018,0.0502429575130579,1.0000000000000009,1.0,1.0,0.96078431372549,3.347448369359225e-16,0.9607843137254902,1.0,0.0,1.0,0.9715015041735025,0.0583058079203275,97.15015041735025,1.0000000000000002,0.7,1.0
